IO, 91, 2013111818, 03, GFDN,   0, 146N,  867E,  30, 1007
IO, 91, 2013111900, 03, NG03, 060, 129N,  809E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG03, 066, 127N,  798E,  14, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 000, 132N,  852E,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 006, 129N,  837E,  22, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 012, 122N,  832E,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 018, 120N,  822E,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 024, 117N,  816E,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 030, 111N,  802E,  11, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 036, 104N,  795E,  12, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 042, 101N,  787E,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 048, 100N,  775E,   8, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 054,  97N,  769E,   9, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 060,  96N,  757E,   8, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 066,  90N,  747E,   7, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG04, 072,  90N,  739E,   7, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 000, 148N,  851E,  17, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 006, 147N,  847E,  34, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 012, 141N,  839E,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 018, 139N,  830E,  14, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 024, 137N,  820E,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 030, 131N,  809E,  13, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 036, 124N,  804E,  13, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 042, 119N,  793E,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 048, 120N,  780E,   8, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 054, 114N,  767E,   9, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 060, 116N,  753E,   8, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 066, 118N,  741E,   9, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG05, 072, 115N,  727E,  10, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 000, 141N,  861E,  27, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 006, 142N,  858E,  39, 1008, XX,  34, NEQ, 0127, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 012, 140N,  851E,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 018, 139N,  842E,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 024, 139N,  837E,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 030, 135N,  831E,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 036, 135N,  826E,  19, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 042, 131N,  821E,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 048, 130N,  813E,  19, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 054, 128N,  805E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 060, 129N,  794E,  17, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 066, 130N,  781E,  13, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 072, 130N,  769E,  10, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 078, 136N,  757E,  13, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG06, 084, 139N,  741E,  10, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 000, 146N,  856E,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 006, 145N,  850E,  30, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 012, 140N,  841E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 018, 140N,  830E,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 024, 139N,  826E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 030, 135N,  820E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 036, 133N,  816E,  15, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 042, 130N,  809E,  15, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 048, 130N,  801E,  13, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 054, 128N,  793E,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 060, 130N,  784E,  14, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 066, 130N,  776E,  13, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 072, 129N,  763E,   9, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG07, 078, 133N,  754E,   9, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 000, 128N,  854E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 006, 127N,  846E,  26, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 012, 125N,  839E,  22, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 018, 125N,  828E,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 024, 124N,  819E,  18, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 030, 121N,  809E,  15, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 036, 119N,  802E,  14, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 042, 116N,  792E,  13, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 048, 118N,  783E,  13, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 054, 118N,  771E,  11, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 060, 118N,  761E,  10, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 066, 119N,  750E,  11, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 072, 120N,  741E,  11, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 078, 125N,  730E,  14, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 084, 123N,  719E,  13, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 090, 129N,  711E,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 096, 131N,  697E,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 102, 138N,  689E,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 108, 141N,  681E,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 114, 147N,  674E,   0, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG08, 120, 151N,  666E,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 000, 136N,  850E,  21, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 006, 130N,  833E,  30, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 012, 128N,  829E,  20, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 018, 125N,  819E,  21, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 024, 119N,  810E,  18, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 030, 113N,  807E,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 036, 110N,  803E,  12, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 042, 109N,  796E,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 048, 106N,  784E,  10, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 054, 102N,  766E,   9, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 060, 104N,  754E,   9, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 066, 106N,  751E,   8, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 072, 101N,  736E,   9, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 078, 101N,  731E,  11, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 084,  99N,  725E,  13, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 090, 102N,  711E,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG09, 096, 104N,  706E,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 000, 128N,  866E,  25, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 006, 127N,  855E,  30, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 012, 123N,  850E,  19, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 018, 122N,  840E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 024, 122N,  832E,  19, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 030, 121N,  828E,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 036, 121N,  822E,  18, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 042, 119N,  818E,  19, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 048, 120N,  813E,  21, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 054, 118N,  808E,  19, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 060, 120N,  801E,  17, 1004, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 066, 121N,  794E,  20, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 072, 122N,  783E,  18, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 078, 124N,  771E,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 084, 130N,  760E,  12, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 090, 139N,  750E,   0, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 096, 147N,  737E,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 102, 156N,  727E,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 108, 165N,  719E,   0, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 114, 171N,  711E,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 120, 179N,  705E,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 126, 186N,  703E,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 132, 193N,  700E,   0, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 138, 202N,  701E,   0, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG10, 144, 213N,  698E,   0, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 000, 132N,  853E,  23, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 006, 130N,  849E,  31, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 012, 126N,  840E,  22, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 018, 125N,  830E,  22, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 024, 122N,  823E,  17, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 030, 120N,  816E,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 036, 119N,  810E,  16, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 042, 116N,  803E,  15, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 048, 114N,  796E,  16, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 054, 112N,  785E,  13, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 060, 116N,  776E,  11, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 066, 120N,  763E,  10, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG11, 072, 125N,  751E,  10, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 000, 142N,  848E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 006, 141N,  843E,  32, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 012, 138N,  835E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 018, 136N,  827E,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 024, 132N,  820E,  17, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 030, 130N,  813E,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 036, 127N,  808E,  14, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 042, 121N,  797E,  14, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 048, 125N,  787E,  13, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 054, 125N,  781E,  11, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 060, 125N,  774E,  11, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 066, 129N,  764E,   9, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG12, 072, 133N,  748E,   8, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG13, 000, 143N,  859E,  19, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG13, 006, 140N,  849E,  26, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG13, 012, 138N,  844E,  19, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG13, 018, 136N,  834E,  18, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG13, 024, 135N,  826E,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG13, 030, 128N,  817E,  14, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG13, 036, 126N,  809E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG13, 042, 123N,  800E,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG13, 048, 123N,  789E,   8, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG13, 054, 119N,  777E,   7, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG13, 060, 117N,  765E,   7, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 000, 147N,  864E,  21, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 006, 147N,  860E,  30, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 012, 143N,  854E,  20, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 018, 144N,  844E,  20, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 024, 147N,  838E,  17, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 030, 146N,  833E,  16, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 036, 147N,  828E,  17, 1005, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 042, 146N,  823E,  14, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 048, 145N,  815E,  16, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 054, 143N,  808E,  13, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 060, 144N,  803E,  15, 1006, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 066, 144N,  790E,  12, 1008, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 072, 145N,  775E,   9, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 078, 147N,  764E,   8, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG14, 084, 152N,  752E,  11, 1007, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 000, 139N,  869E,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 006, 139N,  860E,  24, 1010, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 012, 132N,  854E,  18, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 018, 130N,  844E,  17, 1011, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 024, 130N,  839E,  16, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
IO, 91, 2013111900, 03, NG15, 030, 128N,  830E,  15, 1009, XX,  34, NEQ, 0000, 0000, 0000, 0000
