EP, 95, 2021062312, 03, HWRF, 054, 129N, 1022W,  43, 1002, XX,  34, NEQ, 0156, 0197, 0044, 0050, 1006,   33,  45,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       0,     115,    -518, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 057, 128N, 1022W,  45,  999, XX,  34, NEQ, 0143, 0227, 0075, 0108, 1007,   99,  39,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      21,     362,    -594, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 060, 129N, 1023W,  46,  998, XX,  34, NEQ, 0118, 0185, 0088, 0147,  -99,  -99,  31,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -45,    -136,    -566, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 063, 130N, 1026W,  48,  997, XX,  34, NEQ, 0132, 0217, 0055, 0092, 1001,   20,  31,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,       9,     416,    -216, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 066, 131N, 1028W,  49,  994, XX,  34, NEQ, 0100, 0122, 0089, 0056, 1006,   62,  29,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -18,     868,    -252, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 069, 132N, 1030W,  53,  992, XX,  34, NEQ, 0108, 0220, 0159, 0067, 1004,   69,  30,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -33,     738,    -243, N, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 069, 132N, 1030W,  53,  992, XX,  50, NEQ, 0033, 0000, 0000, 0000, 1004,   69,  30,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -33,     738,    -243, N, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 072, 132N, 1033W,  53,  987, XX,  34, NEQ, 0093, 0266, 0136, 0065, 1003,   52,  19,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -5,    1121,     -36, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 072, 132N, 1033W,  53,  987, XX,  50, NEQ, 0025, 0000, 0000, 0022, 1003,   52,  19,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -5,    1121,     -36, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 075, 132N, 1035W,  49,  988, XX,  34, NEQ, 0117, 0192, 0214, 0080, 1008,  119,  23,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      -2,    1010,    -162, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 078, 134N, 1036W,  57,  987, XX,  34, NEQ, 0114, 0179, 0198, 0079, 1003,   55,  25,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -16,     901,      77, N, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 078, 134N, 1036W,  57,  987, XX,  50, NEQ, 0035, 0021, 0000, 0034, 1003,   55,  25,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -16,     901,      77, N, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 081, 133N, 1036W,  59,  984, XX,  34, NEQ, 0121, 0160, 0173, 0139, 1004,   86,  24,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      19,    1146,     180, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 081, 133N, 1036W,  59,  984, XX,  50, NEQ, 0026, 0042, 0041, 0027, 1004,   86,  24,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,      19,    1146,     180, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 084, 134N, 1036W,  60,  979, XX,  34, NEQ, 0168, 0189, 0162, 0175, 1003,   84,  16,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -38,    1333,     552, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 084, 134N, 1036W,  60,  979, XX,  50, NEQ, 0022, 0115, 0026, 0025, 1003,   84,  16,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -38,    1333,     552, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 087, 137N, 1034W,  70,  979, XX,  34, NEQ, 0191, 0155, 0153, 0197,  999,   44,  21,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -43,    1286,     738, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 087, 137N, 1034W,  70,  979, XX,  50, NEQ, 0039, 0054, 0113, 0034,  999,   44,  21,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -43,    1286,     738, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 087, 137N, 1034W,  70,  979, XX,  64, NEQ, 0000, 0025, 0000, 0000,  999,   44,  21,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -43,    1286,     738, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 090, 140N, 1035W,  66,  976, XX,  34, NEQ, 0144, 0184, 0181, 0111, 1004,   81,  18,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -29,    1511,    1061, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 090, 140N, 1035W,  66,  976, XX,  50, NEQ, 0044, 0074, 0028, 0029, 1004,   81,  18,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -29,    1511,    1061, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 090, 140N, 1035W,  66,  976, XX,  64, NEQ, 0020, 0000, 0000, 0000, 1004,   81,  18,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -29,    1511,    1061, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 093, 143N, 1036W,  66,  975, XX,  34, NEQ, 0192, 0206, 0174, 0135,  999,   55,  19,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -32,    1318,     835, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 093, 143N, 1036W,  66,  975, XX,  50, NEQ, 0047, 0071, 0000, 0048,  999,   55,  19,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -32,    1318,     835, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 093, 143N, 1036W,  66,  975, XX,  64, NEQ, 0000, 0000, 0000, 0021,  999,   55,  19,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -32,    1318,     835, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 096, 145N, 1037W,  59,  973, XX,  34, NEQ, 0195, 0192, 0179, 0139, 1005,  114,  16,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -18,    1078,     845, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 096, 145N, 1037W,  59,  973, XX,  50, NEQ, 0052, 0064, 0096, 0047, 1005,  114,  16,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -18,    1078,     845, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 099, 147N, 1037W,  60,  972, XX,  34, NEQ, 0198, 0180, 0166, 0132, 1004,   98,  13,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -60,    1441,     830, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 099, 147N, 1037W,  60,  972, XX,  50, NEQ, 0045, 0074, 0076, 0067, 1004,   98,  13,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -60,    1441,     830, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 102, 150N, 1038W,  60,  967, XX,  34, NEQ, 0236, 0161, 0160, 0168, 1003,   81,  14,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -12,    1559,    1488, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 102, 150N, 1038W,  60,  967, XX,  50, NEQ, 0056, 0071, 0106, 0038, 1003,   81,  14,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -12,    1559,    1488, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 105, 152N, 1038W,  63,  962, XX,  34, NEQ, 0177, 0165, 0154, 0150, 1002,   84,  19,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -30,    1996,    1292, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 105, 152N, 1038W,  63,  962, XX,  50, NEQ, 0058, 0066, 0058, 0060, 1002,   84,  19,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -30,    1996,    1292, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 108, 154N, 1038W,  71,  958, XX,  34, NEQ, 0201, 0140, 0142, 0128, 1002,   86,  11,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -36,    1928,    1491, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 108, 154N, 1038W,  71,  958, XX,  50, NEQ, 0054, 0070, 0046, 0067, 1002,   86,  11,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -36,    1928,    1491, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 108, 154N, 1038W,  71,  958, XX,  64, NEQ, 0015, 0012, 0000, 0015, 1002,   86,  11,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -36,    1928,    1491, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 111, 157N, 1038W,  77,  954, XX,  34, NEQ, 0213, 0125, 0133, 0123, 1002,   76,  11,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -56,    2430,    1622, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 111, 157N, 1038W,  77,  954, XX,  50, NEQ, 0061, 0072, 0048, 0063, 1002,   76,  11,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -56,    2430,    1622, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 111, 157N, 1038W,  77,  954, XX,  64, NEQ, 0020, 0039, 0000, 0015, 1002,   76,  11,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -56,    2430,    1622, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 114, 160N, 1038W,  69,  954, XX,  34, NEQ, 0198, 0138, 0135, 0136, 1006,  134,  32,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -82,    2208,    1856, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 114, 160N, 1038W,  69,  954, XX,  50, NEQ, 0079, 0076, 0054, 0065, 1006,  134,  32,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -82,    2208,    1856, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 114, 160N, 1038W,  69,  954, XX,  64, NEQ, 0036, 0040, 0040, 0033, 1006,  134,  32,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -82,    2208,    1856, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 117, 163N, 1037W,  75,  954, XX,  34, NEQ, 0174, 0158, 0119, 0116, 1002,   86,  13,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -68,    2388,    1356, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 117, 163N, 1037W,  75,  954, XX,  50, NEQ, 0121, 0067, 0057, 0067, 1002,   86,  13,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -68,    2388,    1356, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 117, 163N, 1037W,  75,  954, XX,  64, NEQ, 0042, 0046, 0042, 0043, 1002,   86,  13,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -68,    2388,    1356, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 120, 167N, 1037W,  83,  957, XX,  34, NEQ, 0162, 0151, 0117, 0099, 1001,   69,  26,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -49,    2307,    1565, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 120, 167N, 1037W,  83,  957, XX,  50, NEQ, 0116, 0068, 0056, 0066, 1001,   69,  26,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -49,    2307,    1565, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 120, 167N, 1037W,  83,  957, XX,  64, NEQ, 0048, 0039, 0041, 0053, 1001,   69,  26,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -49,    2307,    1565, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 123, 172N, 1037W,  86,  959, XX,  34, NEQ, 0149, 0146, 0116, 0086,  999,   53,  29,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -30,    2444,    1464, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 123, 172N, 1037W,  86,  959, XX,  50, NEQ, 0076, 0063, 0059, 0059,  999,   53,  29,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -30,    2444,    1464, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 123, 172N, 1037W,  86,  959, XX,  64, NEQ, 0043, 0048, 0048, 0044,  999,   53,  29,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -30,    2444,    1464, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 126, 177N, 1038W,  85,  962, XX,  34, NEQ, 0145, 0167, 0113, 0128,  998,   46,  22,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -34,    2121,    1154, Y, 10, DT, -999
EP, 95, 2021062312, 03, HWRF, 126, 177N, 1038W,  85,  962, XX,  50, NEQ, 0094, 0051, 0050, 0052,  998,   46,  22,   0,   0,    ,   0,    ,   0,   0,           ,  ,   ,    ,   0,   0,   0,   0,       THERMO PARAMS,     -34,    2121,    1154, Y, 10, DT, -999
